IngredientsId,Ingredients,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Carbohydrate,Fiber,Sugars,Protein,Fat,Caffeine,Source,Date,IsAllergen,Food_allergen_ID,Food,Food_Class,Food_Type,Food_Group,Allergy_Type
101240,Yam,100 g,,,,,,27.88 g,4.1 g,4.1 g,0.24 mg,0.17 g,0.82 g,,,Yes,FA182,Yam,Plant origin,Vegetable,Potato,Potato Allergy
101241,Low-Fat Buttermilk,,,,,,,,,,,,,,,No,,,,,,
101242,Cinnamon,,,,,,,,,,,,,,,No,,,,,,
101243,Pecans,,,,,,,,,,,,,,,No,,,,,,
101244,Sorghum,,,,,,,,,,,,,,,No,,,,,,
101245,Raisins,100 g,,,,,,79.18 g,3.7 g,3.7 g,0.22 mg,0.46 g,1.85 g,,,No,,,,,,
101246,Boiling Water,,,,,,,,,,,,,,,No,,,,,,
101247,Prepared Yellow Mustard,,,,,,,,,,,,,,,No,,,,,,
101248,Beer,,,,,,,,,,,,,,,No,,,,,,
101249,Cayenne,,,,,,,,,,,,,,,No,,,,,,
101250,American Cheese,,,,,,,,,,,,,,,No,,,,,,
101251,Tri-Color Spiral Pasta,,,,,,,,,,,,,,,No,,,,,,
101252,Dill Pickles,,,,,,,,,,,,,,,No,,,,,,
101253,Chives,100 g,,,,,,64.29 g,26.2 g,26.2 g,5.12 mg,3.50 g,9.01 g,,,No,,,,,,
101254,Sweet Pepper,,,,,,,,,,,,,,,Yes,FA163,Sweet Pepper,Plant origin,Vegetable,Solanceous vegetable,Nightshade Allergy
101255,Water Chestnut,,,,,,,,,,,,,,,No,,,,,,
101256,Ham,100 g,,,,,,0.26 g,0.0 g,0.0 g,1.83 mg,18.83 g,4.08 g,,,No,,,,,,
101257,Cider Vinegar,,,,,,,,,,,,,,,No,,,,,,
101258,Onion Powder,,,,,,,,,,,,,,,No,,,,,,
101259,Italian Seasoning,,,,,,,,,,,,,,,No,,,,,,
101260,Frozen French Fries,,,,,,,,,,,,,,,No,,,,,,
101261,Salt & Freshly Ground Black Pepper,,,,,,,,,,,,,,,No,,,,,,
101262,Basil,100 g,,,,,,2.65 g,1.6 g,1.6 g,0.81 mg,0.64 g,1.49 g,,,No,,,,,,
101263,Flat Leaf Parsley,,,,,,,,,,,,,,,No,,,,,,
101264,Sandwich Bun,,,,,,,,,,,,,,,No,,,,,,
101265,Good Seasonings Italian Salad Dressing Mix,,,,,,,,,,,,,,,No,,,,,,
101266,Deli Turkey,,,,,,,,,,,,,,,No,,,,,,
101267,Pepperoni,100 g,,,,,,1.18 g,0.0 g,0.0 g,2.44 mg,46.28 g,4.74 g,,,No,,,,,,
101268,Swiss Cheese,,,,,,,,,,,,,,,No,,,,,,
101269,Mozzarella Cheese,,,,,,,,,,,,,,,No,,,,,,
101270,Shortening,100 g,,,,,,0.00 g,0.0 g,0.0 g,0.00 mg,100.00 g,0.00 g,,,No,,,,,,
101271,Icing Sugar,,,,,,,,,,,,,,,No,,,,,,
101272,Yellow Cake Mix,,,,,,,,,,,,,,,No,,,,,,
101273,Vanilla Instant Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
101274,Crushed Pineapple,,,,,,,,,,,,,,,No,,,,,,
101275,Coconut,,,,,,,,,,,,,,,No,,,,,,
101276,Jiffy Corn Muffin Mix,,,,,,,,,,,,,,,No,,,,,,
101277,Dry Yeast,,,,,,,,,,,,,,,No,,,,,,
101278,Nuts,100 g,,,,,,13.86 g,9.6 g,9.6 g,4.53 mg,71.97 g,1.49 g,,,No,,,,,,
101279,Italian Sausage,,,,,,,,,,,,,,,No,,,,,,
101280,Dried Basil,,,,,,,,,,,,,,,No,,,,,,
101281,Whole Tomato,,,,,,,,,,,,,,,No,,,,,,
101282,Ricotta Cheese,,,,,,,,,,,,,,,No,,,,,,
101283,Cottage Cheese,,,,,,,,,,,,,,,No,,,,,,
101284,Parsley Flakes,,,,,,,,,,,,,,,No,,,,,,
101285,Lasagna Noodle,,,,,,,,,,,,,,,No,,,,,,
101286,Beef,100 g,,,,,,0.36 g,0.0 g,0.0 g,4.98 mg,5.82 g,3.40 g,,,No,,,,,,
101287,Herbs,,,,,,,,,,,,,,,No,,,,,,
101288,Spices,100 g,,,,,,68.73 g,45.7 g,45.7 g,4.30 mg,5.91 g,9.63 g,,,No,,,,,,
101289,Olive Oil Flavored Cooking Spray,,,,,,,,,,,,,,,No,,,,,,
101290,Toasted Wheat Germ,,,,,,,,,,,,,,,No,,,,,,
101291,Rolls,100 g,,,,,,53.58 g,3.1 g,3.1 g,0.85 mg,7.37 g,1.18 g,,,No,,,,,,
101292,Instant Vanilla Pudding,,,,,,,,,,,,,,,No,,,,,,
101293,Stewed Tomatoes,,,,,,,,,,,,,,,No,,,,,,
101294,Prego Spaghetti Sauce,,,,,,,,,,,,,,,No,,,,,,
101295,White Onion,,,,,,,,,,,,,,,No,,,,,,
101296,Beef Steaks,,,,,,,,,,,,,,,No,,,,,,
101297,Spicy Mustard,,,,,,,,,,,,,,,No,,,,,,
101298,Ketchup,,,,,,,,,,,,,,,No,,,,,,
101299,Dried Dill Weed,,,,,,,,,,,,,,,No,,,,,,
101300,Button Mushrooms,,,,,,,,,,,,,,,No,,,,,,
101301,Salsa,,,,,,,,,,,,,,,No,,,,,,
101302,Chicken Breasts,,,,,,,,,,,,,,,No,,,,,,
101303,Pasta,100 g,,,,,,74.67 g,3.2 g,3.2 g,1.41 mg,1.51 g,0.88 g,,,No,,,,,,
101304,Fresh Herbs,,,,,,,,,,,,,,,No,,,,,,
101305,Fresh Corn,,,,,,,,,,,,,,,No,,,,,,
101306,Cream,100 g,,,,,,4.63 g,0.0 g,0.0 g,0.33 mg,19.35 g,0.51 g,,,Yes,FA044,Cream,Animal origin,Dairy,Dairy,Milk allergy / Lactose intolerance
101307,Fat,100 g,,,,,,0.00 g,0.0 g,0.0 g,0.00 mg,100.00 g,0.00 g,,,No,,,,,,
101308,Fettuccine Pasta,,,,,,,,,,,,,,,No,,,,,,
101309,Cheddar Cheese Soup,,,,,,,,,,,,,,,No,,,,,,
101310,Picante Sauce,,,,,,,,,,,,,,,No,,,,,,
101311,Black Olives,,,,,,,,,,,,,,,No,,,,,,
101312,Jalapeno,,,,,,,,,,,,,,,No,,,,,,
101313,Frozen Peas,,,,,,,,,,,,,,,No,,,,,,
101314,Hass Avocado,,,,,,,,,,,,,,,No,,,,,,
101315,"Lemons, Juice Of",,,,,,,,,,,,,,,No,,,,,,
101316,Cilantro,,,,,,,,,,,,,,,No,,,,,,
101317,Lemon Juice,100 g,,,,,,6.90 g,0.3 g,0.3 g,0.05 mg,0.24 g,0.21 g,,,No,,,,,,
101318,Unflavored Gelatin,,,,,,,,,,,,,,,No,,,,,,
101319,Cream Cheese,,,,,,,,,,,,,,,No,,,,,,
101320,Yogurt,100 g,,,,,,19.00 g,0.0 g,0.0 g,0.74 mg,0.20 g,1.00 g,,,No,,,,,,
101321,Pear,,,,,,,,,,,,,,,Yes,FA115,Pear,Plant origin,Fruit,Pome fruit,Oral Allergy Syndrome
101322,Veal Roast,,,,,,,,,,,,,,,No,,,,,,
101323,Onions,100 g,,,,,,7.55 g,0.9 g,0.9 g,0.13 mg,0.08 g,0.34 g,,,No,,,,,,
101324,Parsley Sprigs,,,,,,,,,,,,,,,No,,,,,,
101325,Bay Leaf,,,,,,,,,,,,,,,No,,,,,,
101326,Thyme,100 g,,,,,,24.45 g,14.0 g,14.0 g,1.81 mg,1.68 g,3.20 g,,,No,,,,,,
101327,Crackers,100 g,,,,,,72.30 g,0,0,1.10 mg,7.20 g,1.20 g,,,No,,,,,,
101328,Mayonnaise,100 g,,,,,,3.06 g,1.1 g,1.1 g,0.40 mg,31.79 g,2.87 g,,,No,,,,,,
101329,Ciabatta,,,,,,,,,,,,,,,No,,,,,,
101330,Provolone Cheese,,,,,,,,,,,,,,,No,,,,,,
101331,Genoa Salami,,,,,,,,,,,,,,,No,,,,,,
101332,Sweet Onion,,,,,,,,,,,,,,,No,,,,,,
101333,Kalamata Olive,,,,,,,,,,,,,,,No,,,,,,
101334,Fresh Basil,,,,,,,,,,,,,,,No,,,,,,
101335,Capers,100 g,,,,,,4.89 g,3.2 g,3.2 g,0.32 mg,0.86 g,8.04 g,,,No,,,,,,
101336,Brine,,,,,,,,,,,,,,,No,,,,,,
101337,Oregano Leaves,,,,,,,,,,,,,,,No,,,,,,
101338,Gelatin,,,,,,,,,,,,,,,No,,,,,,
101339,Miniature Semisweet Chocolate Chips,,,,,,,,,,,,,,,No,,,,,,
101340,Prepared Graham Cracker Crusts,,,,,,,,,,,,,,,No,,,,,,
101341,Cookie,100 g,,,,,,67.87 g,2.3 g,2.3 g,0.30 mg,24.20 g,1.43 g,,,No,,,,,,
101342,Sliced Mushrooms,,,,,,,,,,,,,,,No,,,,,,
101343,Cloves,,,,,,,,,,,,,,,No,,,,,,
101344,Cayenne Pepper,,,,,,,,,,,,,,,No,,,,,,
101345,Monterey Jack Cheese,,,,,,,,,,,,,,,No,,,,,,
101346,Vegetable Shortening,,,,,,,,,,,,,,,No,,,,,,
101347,Sweet Corn,,,,,,,,,,,,,,,No,,,,,,
101348,Sweet Butter,,,,,,,,,,,,,,,No,,,,,,
101349,Half-And-Half,,,,,,,,,,,,,,,No,,,,,,
101350,"Lemon, Rind Of",,,,,,,,,,,,,,,No,,,,,,
101351,Unsweetened Chocolate Squares,,,,,,,,,,,,,,,No,,,,,,
101352,Vermicelli,100 g,,,,,,82.32 g,3.9 g,3.9 g,4.24 mg,0.10 g,5.58 g,,,No,,,,,,
101353,Rice Vinegar,,,,,,,,,,,,,,,No,,,,,,
101354,Reduced Sodium Soy Sauce,,,,,,,,,,,,,,,No,,,,,,
101355,Chili-Garlic Sauce,,,,,,,,,,,,,,,No,,,,,,
101356,Sesame Oil,,,,,,,,,,,,,,,No,,,,,,
101357,Broccoli,100 g,,,,,,4.67 g,2.6 g,2.6 g,0.41 mg,0.76 g,0.83 g,,,Yes,FA016,Broccoli,Plant origin,Vegetable,Cruciferous vegetable,Broccoli allergy
101358,Cooked Chicken,,,,,,,,,,,,,,,No,,,,,,
101359,Fresh Cilantro,,,,,,,,,,,,,,,No,,,,,,
101360,Sesame Seeds,,,,,,,,,,,,,,,No,,,,,,
101361,Philadelphia Cream Cheese,,,,,,,,,,,,,,,No,,,,,,
101362,Apples,100 g,,,,,,13.68 g,2.3 g,2.3 g,0.05 mg,0.12 g,0.20 g,,,No,,,,,,
101363,Boneless Chicken Breast,,,,,,,,,,,,,,,No,,,,,,
101364,Fresh Ground Pepper,,,,,,,,,,,,,,,No,,,,,,
101365,Baking Potato,,,,,,,,,,,,,,,No,,,,,,
101366,Part-Skim Ricotta Cheese,,,,,,,,,,,,,,,No,,,,,,
101367,Mushroom Pieces,,,,,,,,,,,,,,,No,,,,,,
101368,Sodium-Free Vegetable Broth,,,,,,,,,,,,,,,No,,,,,,
101369,Tomato Puree,,,,,,,,,,,,,,,No,,,,,,
101370,White Wine,,,,,,,,,,,,,,,No,,,,,,
101371,Light Olive Oil,,,,,,,,,,,,,,,No,,,,,,
101372,White Kidney Beans,,,,,,,,,,,,,,,No,,,,,,
101373,Albacore Tuna In Water,,,,,,,,,,,,,,,No,,,,,,
101374,Scallions,,,,,,,,,,,,,,,No,,,,,,
101375,Red Sweet Bell Peppers,,,,,,,,,,,,,,,No,,,,,,
101376,Bibb Lettuce,,,,,,,,,,,,,,,No,,,,,,
101377,Lean Ground Beef,,,,,,,,,,,,,,,No,,,,,,
101378,Beef Consomme,,,,,,,,,,,,,,,No,,,,,,
101379,Crushed Tomatoes,,,,,,,,,,,,,,,No,,,,,,
101380,Rubbed Sage,,,,,,,,,,,,,,,No,,,,,,
101381,Penne Pasta,,,,,,,,,,,,,,,No,,,,,,
101382,Red Cinnamon Candies,,,,,,,,,,,,,,,No,,,,,,
101383,Sugar Substitute,,,,,,,,,,,,,,,No,,,,,,
101384,Fresh Tomato,,,,,,,,,,,,,,,No,,,,,,
101385,Cucumber,100 g,,,,,,2.16 g,0.7 g,0.7 g,0.17 mg,0.16 g,0.36 g,,,No,,,,,,
101386,Cocoa,100 g,,,,,,57.90 g,37.0 g,37.0 g,6.81 mg,13.70 g,5.80 g,,,No,,,,,,
101387,Hot Water,,,,,,,,,,,,,,,No,,,,,,
101388,Apple Pie Filling,,,,,,,,,,,,,,,No,,,,,,
101389,Toasted Almonds,,,,,,,,,,,,,,,No,,,,,,
101390,White Bread,,,,,,,,,,,,,,,No,,,,,,
101391,Boneless Skinless Chicken Thighs,,,,,,,,,,,,,,,No,,,,,,
101392,Breadcrumbs,,,,,,,,,,,,,,,No,,,,,,
101393,Poultry Seasoning,,,,,,,,,,,,,,,No,,,,,,
101394,Salmon,100 g,,,,,,0.00 g,0.0 g,0.0 g,0.67 mg,7.17 g,2.45 g,,,Yes,FA138,Salmon,Animal origin,Aquatic animal,Fish,Fish Allergy
101395,Red Chili Pepper,,,,,,,,,,,,,,,No,,,,,,
101396,Peanut Oil,,,,,,,,,,,,,,,No,,,,,,
101397,Vegetable Stock,,,,,,,,,,,,,,,No,,,,,,
101398,Bean Sprouts,,,,,,,,,,,,,,,No,,,,,,
101399,Tempeh,100 g,,,,,,7.62 g,0,0,1.57 mg,11.38 g,1.53 g,,,No,,,,,,
101400,Ground Cayenne Pepper,,,,,,,,,,,,,,,No,,,,,,
101401,Sambal Oelek,,,,,,,,,,,,,,,No,,,,,,
101402,Ginger,,,,,,,,,,,,,,,Yes,FA058,Ginger,Plant origin,Vegetable,Miscellaneous vegetable,Histamine Allergy
101403,Desiccated Coconut,,,,,,,,,,,,,,,No,,,,,,
101404,Peanuts,100 g,,,,,,15.83 g,9.5 g,9.5 g,2.12 mg,49.60 g,2.03 g,,,No,,,,,,
101405,Dried Breadcrumbs,,,,,,,,,,,,,,,No,,,,,,
101406,Soft Silken Tofu,,,,,,,,,,,,,,,No,,,,,,
101407,Avocado,,,,,,,,,,,,,,,Yes,FA006,Avocado,Plant origin,Fruit,Tropical fruit,Oral Allergy Syndrome
101408,Chunky Salsa,,,,,,,,,,,,,,,No,,,,,,
101409,Lime Juice,100 g,,,,,,8.42 g,0.4 g,0.4 g,0.08 mg,0.07 g,0.31 g,,,No,,,,,,
101410,White Sugar,,,,,,,,,,,,,,,No,,,,,,
101411,Boneless Skinless Chicken Breast,,,,,,,,,,,,,,,No,,,,,,
101412,Beef Ribs,,,,,,,,,,,,,,,No,,,,,,
101413,Mustard,100 g,,,,,,5.83 g,4.0 g,4.0 g,0.64 mg,3.34 g,3.37 g,,,No,,,,,,
101414,Green Grape,,,,,,,,,,,,,,,No,,,,,,
101415,Egg Whites,,,,,,,,,,,,,,,No,,,,,,
101416,Betty Crocker Fudge Brownie Mix,,,,,,,,,,,,,,,No,,,,,,
101417,Milk Chocolate Candy Bars,,,,,,,,,,,,,,,No,,,,,,
101418,Chocolate Chips,,,,,,,,,,,,,,,No,,,,,,
101419,Oreo Cookie Crumbs,,,,,,,,,,,,,,,No,,,,,,
101420,Sweetened Condensed Milk,,,,,,,,,,,,,,,No,,,,,,
101421,Banana,,,,,,,,,,,,,,,Yes,FA008,Banana,Plant origin,Fruit,Tropical fruit,Banana Allergy
101422,Natural-Style Peanut Butter,,,,,,,,,,,,,,,No,,,,,,
101423,2% Low-Fat Milk,,,,,,,,,,,,,,,No,,,,,,
101424,Sugar-Free Non-Fat Vanilla Yogurt,,,,,,,,,,,,,,,No,,,,,,
101425,Taco Seasoning,,,,,,,,,,,,,,,No,,,,,,
101426,Bean Dip,,,,,,,,,,,,,,,No,,,,,,
101428,No-Salt-Added Ketchup,,,,,,,,,,,,,,,No,,,,,,
101429,Ground Sirloin,,,,,,,,,,,,,,,No,,,,,,
101430,Iceberg Lettuce,,,,,,,,,,,,,,,No,,,,,,
101431,Potato,,,,,,,,,,,,,,,Yes,FA124,Potato,Plant origin,Vegetable,Potato,Potato Allergy
101432,Chopped Tomato,,,,,,,,,,,,,,,No,,,,,,
101433,Chat Masala,,,,,,,,,,,,,,,No,,,,,,
101434,Whole Wheat Flour,,,,,,,,,,,,,,,No,,,,,,
101435,Natural Bran,,,,,,,,,,,,,,,No,,,,,,
101436,Buttermilk,,,,,,,,,,,,,,,Yes,FA022,Buttermilk,Animal origin,Dairy,Dairy,Milk allergy / Lactose intolerance
101437,Corn Oil,,,,,,,,,,,,,,,No,,,,,,
101438,Limeade,100 g,,,,,,13.79 g,0.0 g,0.0 g,0.01 mg,0.00 g,0.13 g,,,No,,,,,,
101439,Tequila,,,,,,,,,,,,,,,No,,,,,,
101440,Triple Sec,,,,,,,,,,,,,,,No,,,,,,
101441,Lime Wedge,,,,,,,,,,,,,,,No,,,,,,
101442,Grand Marnier,,,,,,,,,,,,,,,No,,,,,,
101443,Semi-Sweet Chocolate Chips,,,,,,,,,,,,,,,No,,,,,,
101444,Cappelletti Pasta,,,,,,,,,,,,,,,No,,,,,,
101445,Mushrooms,100 g,,,,,,7.81 g,2.7 g,2.7 g,0.65 mg,0.29 g,0.91 g,,,No,,,,,,
101446,Squid,,,,,,,,,,,,,,,No,,,,,,
101447,Spaghetti,100 g,,,,,,26.15 g,0,0,1.08 mg,0.63 g,0.50 g,,,No,,,,,,
101448,Vinegar,100 g,,,,,,0.04 g,0.0 g,0.0 g,0.01 mg,0.00 g,0.02 g,,,No,,,,,,
101449,Pork Loin Chops,,,,,,,,,,,,,,,No,,,,,,
101450,Applesauce,100 g,,,,,,19.91 g,1.2 g,1.2 g,0.04 mg,0.18 g,0.14 g,,,No,,,,,,
101451,Clove,,,,,,,,,,,,,,,No,,,,,,
101452,Whole Wheat Bread Dough,,,,,,,,,,,,,,,No,,,,,,
101453,Roast Beef,100 g,,,,,,0.64 g,0.0 g,0.0 g,3.20 mg,3.69 g,3.33 g,,,No,,,,,,
101454,Turkey,100 g,,,,,,0.14 g,0.0 g,0.0 g,1.84 mg,1.93 g,1.04 g,,,Yes,FA171,Turkey,Animal origin,Poultry,Offal,Poultry Allergy
101455,Roasted Red Peppers,,,,,,,,,,,,,,,No,,,,,,
101456,Radish Sprouts,,,,,,,,,,,,,,,No,,,,,,
101457,Leaf Lettuce,,,,,,,,,,,,,,,No,,,,,,
101458,Honey Mustard,,,,,,,,,,,,,,,No,,,,,,
101459,Wild Mushrooms,,,,,,,,,,,,,,,No,,,,,,
101460,Fresh Dill,,,,,,,,,,,,,,,No,,,,,,
101461,Rice Noodles,100 g,,,,,,24.01 g,1.0 g,1.0 g,0.25 mg,0.20 g,0.18 g,,,No,,,,,,
101462,English Cucumber,,,,,,,,,,,,,,,No,,,,,,
101463,Light Soy Sauce,,,,,,,,,,,,,,,No,,,,,,
101464,Rice Wine Vinegar,,,,,,,,,,,,,,,No,,,,,,
101465,Asian Chili Sauce,,,,,,,,,,,,,,,No,,,,,,
101466,Bittersweet Chocolate,,,,,,,,,,,,,,,No,,,,,,
101467,Unsweetened Cocoa Powder,,,,,,,,,,,,,,,No,,,,,,
101468,Brewed Espresso,,,,,,,,,,,,,,,No,,,,,,
101469,Kosher Salt,,,,,,,,,,,,,,,No,,,,,,
101470,Dr. Pepper Cola,,,,,,,,,,,,,,,No,,,,,,
101471,Orange Marmalade,,,,,,,,,,,,,,,No,,,,,,
101472,Fish,100 g,,,,,,0.00 g,0.0 g,0.0 g,0.39 mg,2.41 g,1.09 g,,,No,,,,,,
101473,Rice Wine,,,,,,,,,,,,,,,No,,,,,,
101474,Gingerroot,,,,,,,,,,,,,,,No,,,,,,
101475,Low Sodium Soy Sauce,,,,,,,,,,,,,,,No,,,,,,
101476,Low Sodium Beef Broth,,,,,,,,,,,,,,,No,,,,,,
101477,Sherry Wine,,,,,,,,,,,,,,,No,,,,,,
101478,Romano Cheese,,,,,,,,,,,,,,,No,,,,,,
101479,Garlic Cloves,,,,,,,,,,,,,,,No,,,,,,
101480,Squash,100 g,,,,,,8.70 g,3.9 g,3.9 g,0.13 mg,0.50 g,0.80 g,,,Yes,FA153,Squash,Plant origin,Vegetable,Cucurbitaceous vegetable,
101481,Cornbread,,,,,,,,,,,,,,,No,,,,,,
101482,Cream Of Chicken Soup,,,,,,,,,,,,,,,No,,,,,,
101483,Bottled Garlic,,,,,,,,,,,,,,,No,,,,,,
101484,Bay Leaves,,,,,,,,,,,,,,,No,,,,,,
101485,Frozen Broccoli Cuts,,,,,,,,,,,,,,,No,,,,,,
101486,French-Fried Onions,,,,,,,,,,,,,,,No,,,,,,
101487,Whole Milk,,,,,,,,,,,,,,,No,,,,,,
101488,Pure Vanilla Extract,,,,,,,,,,,,,,,No,,,,,,
101489,Almond Extract,,,,,,,,,,,,,,,No,,,,,,
101490,Artichoke Hearts,,,,,,,,,,,,,,,No,,,,,,
101491,Unseasoned Breadcrumbs,,,,,,,,,,,,,,,No,,,,,,
101492,Chicken,100 g,,,,,,0.20 g,0.0 g,0.0 g,0.69 mg,14.60 g,0.00 g,,,Yes,FA035,Chicken,Animal origin,Poultry,Offal,Poultry Allergy
101493,Hot Red Pepper Sauce,,,,,,,,,,,,,,,No,,,,,,
101494,Barbecue Sauce,,,,,,,,,,,,,,,No,,,,,,
101495,Frozen Broccoli,,,,,,,,,,,,,,,No,,,,,,
101496,Dry Onion Soup Mix,,,,,,,,,,,,,,,No,,,,,,
101497,Water Chestnuts,,,,,,,,,,,,,,,No,,,,,,
101498,Ritz Cracker Crumbs,,,,,,,,,,,,,,,No,,,,,,
101499,Cocoa Powder,,,,,,,,,,,,,,,No,,,,,,
101500,Instant Chocolate Pudding Mix,,380,2g,0.5g,0mg,700mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101501,Cool Whip,,196,13g,10g,0mg,70mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101502,Lean Chuck,,,,,,,,,,,,,,,No,,,,,,
101503,Lean Pork,,242,10g,3.5g,90mg,65mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101504,Budweiser Beer,,43,0g,0g,0mg,10mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101505,Hunts Tomato Sauce,,,,,,,,,,,,,,,No,,,,,,
101506,Bouillon,,,,,,,,,,,,,,,No,,,,,,
101507,Coriander,,298,18g,1.5g,0mg,35mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101508,Louisiana Hot Sauce,,0,0g,0g,0mg,110mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101509,Meatloaf Mixture,,250,18g,7g,90mg,350mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101510,Unsmoked Bacon,,,,,,,,,,,,,,,No,,,,,,
101511,Goat Cheese,,364,30g,19g,76mg,350mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101512,Baby Spinach,,23,0.4g,0.1g,0mg,24mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101514,Pie Crusts,,426,24g,10g,0mg,600mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101515,Egg White,,52,0.2g,0g,0mg,166mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101516,Pumpkin Puree,,49,0.2g,0g,0mg,5mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101517,Dry Onion Flakes,,352,1g,0.2g,0mg,14mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101518,Poppy Seed,,525,42g,5g,0mg,4mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101519,Blended Oatmeal,,389,7g,1g,0mg,5mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101520,Hershey Chocolate Candy Bars,,480,24g,15g,10mg,130mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101521,Oatmeal,,68,1.4g,0.2g,0mg,2mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101523,Taco Shells,100 g,210,210,3g,3g,0mg,63.49 g,6.7 g,6.7 g,1.61 mg,21.79 g,1.90 g,ChatGPT,9/22/2024,No,,,,,,
101525,Stewing Beef,,250,15g,6g,90mg,60mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101526,Stewing Pork,,250,20g,7g,85mg,70mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101527,Bell Peppers,,31,0.3g,0g,0mg,2mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101528,Habanero Pepper,,40,0.4g,0.1g,0mg,0mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101529,Beans,100 g,,,,,,21.63 g,5.5 g,5.5 g,0.73 mg,5.15 g,2.51 g,,,No,,,,,,
101530,Tortilla Chips,100 g,490,490,4g,4g,0mg,67.38 g,4.7 g,4.7 g,1.46 mg,22.33 g,1.73 g,ChatGPT,9/22/2024,No,,,,,,
101531,Chicken Bouillon Cube,,10,0g,0g,0mg,800mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101532,Sazon Goya,,40,0.5g,0g,0mg,800mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101533,Mexican Chili Powder,,282,14g,2.5g,0mg,40mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101534,Light Brown Sugar,,377,0g,0g,0mg,1mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101535,Dark Chocolate Chips,,480,27g,16g,10mg,10mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101536,Pitted Dates,,277,0.2g,0g,0mg,1mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101537,Orange-Flavored Liqueur,,250,0g,0g,0mg,0mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101538,Warm Water,,0,0g,0g,0mg,0mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101539,Lemon Zest,,30,0.3g,0g,0mg,1mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101540,Lime Zest,,30,0.3g,0g,0mg,1mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101541,Cream Of Celery Soup,,72,3g,1.5g,0mg,800mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101542,Bouillon Cubes,,15,0.5g,0.2g,0mg,860mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101543,Potato Flakes,,357,1.5g,0.5g,0mg,56mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101544,Macaroni,100 g,371,371,0.3g,0.3g,0mg,74.88 g,4.3 g,4.3 g,0.76 mg,1.04 g,1.05 g,ChatGPT,9/22/2024,No,,,,,,
101545,Salt Water,,0,0g,0g,0mg,0mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101546,Muscat Wine,,150,0g,0g,0mg,0mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101547,Fine Semolina,,360,1.5g,0.3g,0mg,0mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101548,Dried Yellow Peas,,364,1.2g,0.2g,0mg,5mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101549,Pork,100 g,250,250,7g,7g,70mg,0.00 g,0.0 g,0.0 g,3.21 mg,20.77 g,1.29 g,ChatGPT,9/22/2024,No,,,,,,
101550,Ham Bone,,200,12g,4g,50mg,1200mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101551,Brown Mustard,,66,4g,0.5g,0mg,200mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101552,Fresh Spinach,,23,0.4g,0.1g,0mg,24mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101553,Wondra Flour,,364,1g,0.2g,0mg,2mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101554,Dried Onion Flakes,,352,1g,0.2g,0mg,14mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
101555,Tomato Ketchup,,100,0.1g,0g,0mg,911mg,,,,,,,ChatGPT,9/22/2024,No,,,,,,
